entry_number,year_date,dc_title,authid,authname,surname,given_name,initials,afid,affilname,affiliation_city,affiliation_country
1002,2010,long-term macroinvertebrate responses to climate change: implications for biological assessment in mediterranean-climate streams,7005797334,resh v,Resh,Vincent H.,V.H.,60121458,"Department of Environmental Science, Policy, and Management",Berkeley,United States
1003,2010,stable isotope analysis of benthic fauna and their food sources in boreal lakes,6506503980,premke k,Premke,Katrin,K.,60003858,Uppsala Universitet,Uppsala,Sweden
1003,2010,stable isotope analysis of benthic fauna and their food sources in boreal lakes,8602709800,karlsson j,Karlsson,Jan,J.,60031040,Umeå Universitet,Umea,Sweden
1003,2010,stable isotope analysis of benthic fauna and their food sources in boreal lakes,9636491700,steger k,Steger,Kristin,K.,60003858,Uppsala Universitet,Uppsala,Sweden
1003,2010,stable isotope analysis of benthic fauna and their food sources in boreal lakes,36496745800,gudasz c,Gudasz,Cristian,C.,60003858,Uppsala Universitet,Uppsala,Sweden
1003,2010,stable isotope analysis of benthic fauna and their food sources in boreal lakes,6504320404,von wachenfeldt e,Von Wachenfeldt,Eddie,E.,60003858,Uppsala Universitet,Uppsala,Sweden
1003,2010,stable isotope analysis of benthic fauna and their food sources in boreal lakes,7005414138,tranvik l,Tranvik,Lars J.,L.J.,60003858,Uppsala Universitet,Uppsala,Sweden
1004,2010,species sorting in space and time—the impact of disturbance regime on community assembly in a temporary pool metacommunity,23020485400,vanschoenwinkel b,Vanschoenwinkel,Bram,B.,60025063,KU Leuven,3000 Leuven,Belgium
1004,2010,species sorting in space and time—the impact of disturbance regime on community assembly in a temporary pool metacommunity,24578003900,waterkeyn a,Waterkeyn,Aline,A.,60025063,KU Leuven,3000 Leuven,Belgium
1004,2010,species sorting in space and time—the impact of disturbance regime on community assembly in a temporary pool metacommunity,6504029293,jocqué m,Jocqué,Merlijn,M.,60113289,Institute of Biodiversity and Ecosystem Research at the Bulgarian Academy of Sciences,Sofia,Bulgaria
1004,2010,species sorting in space and time—the impact of disturbance regime on community assembly in a temporary pool metacommunity,25627296200,boven l,Boven,Liesbet,L.,60025063,KU Leuven,3000 Leuven,Belgium
1004,2010,species sorting in space and time—the impact of disturbance regime on community assembly in a temporary pool metacommunity,7006600867,seaman m,Seaman,Maitland,M.,60015706,University of the Free State,Bloemfontein,South Africa
1004,2010,species sorting in space and time—the impact of disturbance regime on community assembly in a temporary pool metacommunity,6701481252,brendonck l,Brendonck,Luc,L.,60025063,KU Leuven,3000 Leuven,Belgium
1005,2010,vulnerability of biological metrics and multimetric indices to effects of climate change,36158189800,hamilton a,Hamilton,Anna T.,A.T.,60076593,"Tetra Tech, Inc.",Pasadena,United States
1005,2010,vulnerability of biological metrics and multimetric indices to effects of climate change,57205155751,stamp j,Stamp,Jennifer D.,J.D.,60076593,"Tetra Tech, Inc.",Pasadena,United States
1005,2010,vulnerability of biological metrics and multimetric indices to effects of climate change,8847173900,bierwagen b,Bierwagen,Britta G.,B.G.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
1006,2010,continuous response of benthic macroinvertebrate assemblages to a discrete disturbance gradient: consequences for diagnosing stressors,15136806500,merovich g,Merovich,George T.,G.T.,60021143,West Virginia University,Morgantown,United States
1006,2010,continuous response of benthic macroinvertebrate assemblages to a discrete disturbance gradient: consequences for diagnosing stressors,7006786032,petty j,Petty,J. Todd,J.T.,60021143,West Virginia University,Morgantown,United States
1007,2010,do iberian and european fish faunas exhibit convergent functional structure along environmental gradients?,36806795700,logez m,Logez,Maxime,M.,60106325,"Risques, Ecosystèmes, Vulnérabilité, Environnement, Résilience",Aix-en-Provence,France
1007,2010,do iberian and european fish faunas exhibit convergent functional structure along environmental gradients?,55650237300,pont d,Pont,Didier,D.,60106326,Hydrosystèmes et Bioprocédés,Antony,France
1007,2010,do iberian and european fish faunas exhibit convergent functional structure along environmental gradients?,7402787148,ferreira m,Ferreira,Maria Teresa,M.T.,60106051,Universidade de Lisboa,Lisbon,Portugal
1008,2010,landscape indicators and thresholds of stream ecological impairment in an intensively mined appalachian watershed,7006786032,petty j,Petty,J. Todd,J.T.,60021143,West Virginia University,Morgantown,United States
1008,2010,landscape indicators and thresholds of stream ecological impairment in an intensively mined appalachian watershed,34967999200,fulton j,Fulton,Jennifer B.,J.B.,60021143,West Virginia University,Morgantown,United States
1008,2010,landscape indicators and thresholds of stream ecological impairment in an intensively mined appalachian watershed,9235059500,strager m,Strager,Michael P.,M.P.,60021143,West Virginia University,Morgantown,United States
1008,2010,landscape indicators and thresholds of stream ecological impairment in an intensively mined appalachian watershed,15136806500,merovich g,Merovich,George T.,G.T.,60021143,West Virginia University,Morgantown,United States
1008,2010,landscape indicators and thresholds of stream ecological impairment in an intensively mined appalachian watershed,57206443053,stiles j,Stiles,James M.,J.M.,113113952,Limestone Engineering,Parsons,United States
1008,2010,landscape indicators and thresholds of stream ecological impairment in an intensively mined appalachian watershed,6603118624,ziemkiewicz p,Ziemkiewicz,Paul F.,P.F.,60021143,West Virginia University,Morgantown,United States
1009,2010,first audit of macroinvertebrate samples from an eu water framework directive monitoring program: human error greatly lowers precision of assessment results,36885695900,haase p,Haase,Peter,P.,60072277,Senckenberg Forschungsinstitut und Naturmuseum,Frankfurt am Main,Germany
1009,2010,first audit of macroinvertebrate samples from an eu water framework directive monitoring program: human error greatly lowers precision of assessment results,7004559861,pauls s,Pauls,Steffen U.,S.U.,60072277,Senckenberg Forschungsinstitut und Naturmuseum,Frankfurt am Main,Germany
1009,2010,first audit of macroinvertebrate samples from an eu water framework directive monitoring program: human error greatly lowers precision of assessment results,6504159889,schindehütte k,Schindehütte,Karin,K.,60072277,Senckenberg Forschungsinstitut und Naturmuseum,Frankfurt am Main,Germany
1009,2010,first audit of macroinvertebrate samples from an eu water framework directive monitoring program: human error greatly lowers precision of assessment results,7004257572,sundermann a,Sundermann,Andrea,A.,60072277,Senckenberg Forschungsinstitut und Naturmuseum,Frankfurt am Main,Germany
1010,2010,stream invertebrate responses to a catastrophic decline in consumer diversity,23468651600,colón-gaud c,Colón-Gaud,Checo,C.,60071503,Universidad de Puerto Rico,San Juan,Puerto Rico
1010,2010,stream invertebrate responses to a catastrophic decline in consumer diversity,6701814252,whiles m,Whiles,Matt R.,M.R.,60029472,Southern Illinois University Carbondale,Carbondale,United States
1010,2010,stream invertebrate responses to a catastrophic decline in consumer diversity,7006689938,lips k,Lips,Karen R.,K.R.,60029472,Southern Illinois University Carbondale,Carbondale,United States
1010,2010,stream invertebrate responses to a catastrophic decline in consumer diversity,7004950358,pringle c,Pringle,Catherine M.,C.M.,60029747,University of Georgia,Athens,United States
1010,2010,stream invertebrate responses to a catastrophic decline in consumer diversity,6701703229,kilham s,Kilham,Susan S.,S.S.,60014662,Drexel University,Philadelphia,United States
1010,2010,stream invertebrate responses to a catastrophic decline in consumer diversity,12242153900,connelly s,Connelly,Scott,S.,60029747,University of Georgia,Athens,United States
1010,2010,stream invertebrate responses to a catastrophic decline in consumer diversity,6603045150,brenes r,Brenes,Roberto,R.,60029472,Southern Illinois University Carbondale,Carbondale,United States
1010,2010,stream invertebrate responses to a catastrophic decline in consumer diversity,12242060300,peterson s,Peterson,Scot D.,S.D.,60029472,Southern Illinois University Carbondale,Carbondale,United States
1011,2010,predicting fish densities in lotic systems: a simple modeling approach,24177037900,mcgarvey d,McGarvey,Daniel J.,D.J.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
1011,2010,predicting fish densities in lotic systems: a simple modeling approach,7403397723,johnston j,Johnston,John M.,J.M.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
1011,2010,predicting fish densities in lotic systems: a simple modeling approach,55666579500,barber m,Barber,M. Craig,M.C.,60021439,United States Environmental Protection Agency,"Washington, D.C.",United States
1012,2010,the influence of trophic complexity on preferential uptake of dissolved inorganic and organic nitrogen: a laboratory microcosm experiment,8621477100,bernot m,Bernot,Melody J.,M.J.,60028244,Ball State University,Muncie,United States
1012,2010,the influence of trophic complexity on preferential uptake of dissolved inorganic and organic nitrogen: a laboratory microcosm experiment,36342686200,martin e,Martin,Erika C.,E.C.,60028244,Ball State University,Muncie,United States
1012,2010,the influence of trophic complexity on preferential uptake of dissolved inorganic and organic nitrogen: a laboratory microcosm experiment,6603612023,bernot r,Bernot,Randall J.,R.J.,60028244,Ball State University,Muncie,United States
1014,2010,molecular approaches promise a deeper and broader understanding of the evolutionary ecology of aquatic hyphomycetes,36184007800,brlocher f,Brlocher,Felix,F.,60005081,Mount Allison University,Sackville,Canada
1015,2010,divergence and speciation in the carpathians area: patterns of morphological and genetic diversity of the crane fly pedicia occulta (diptera:pediciidae),25229466900,ujvárosi l,Ujvárosi,Lujza,L.,60024417,Universitatea Babe<U+0219>-Bolyai,Cluj Napoca,Romania
